# Class red_S1 blue_S1 green_S1 nir_S1 swir_1_S1 swir_2_S1 red_edge_1_S1 red_edge_2_S1 red_edge_3_S1 edev_S1 sdev_S1 bcdev_S1 NDVI_S1 LAI_S1 MNDWI_S1 rain_S1 red_S2 blue_S2 green_S2 nir_S2 swir_1_S2 swir_2_S2 red_edge_1_S2 red_edge_2_S2 red_edge_3_S2 edev_S2 sdev_S2 bcdev_S2 NDVI_S2 LAI_S2 MNDWI_S2 rain_S2 red_S3 blue_S3 green_S3 nir_S3 swir_1_S3 swir_2_S3 red_edge_1_S3 red_edge_2_S3 red_edge_3_S3 edev_S3 sdev_S3 bcdev_S3 NDVI_S3 LAI_S3 MNDWI_S3 rain_S3 slope
0.000000 0.140762 0.091589 0.118065 0.248278 0.348577 0.289355 0.183029 0.216022 0.240919 2.612690 6.408169 2.930835 0.274830 0.564473 -0.490796 139.874268 0.136914 0.097837 0.124464 0.261656 0.327932 0.260825 0.174137 0.227040 0.253976 2.471611 6.304574 2.928112 0.312975 0.732204 -0.464344 272.174316 0.112545 0.081636 0.108549 0.268389 0.306441 0.238999 0.156166 0.240519 0.275763 2.545743 6.185240 3.018289 0.417058 0.917384 -0.479109 730.867798 2.357023
0.000000 0.108817 0.062172 0.082842 0.157332 0.219018 0.179866 0.127666 0.142265 0.154106 3.753682 7.436851 3.799073 0.184329 0.213770 -0.448811 134.806915 0.062705 0.051431 0.074475 0.205855 0.177220 0.111847 0.105329 0.188647 0.211358 2.115005 4.896677 2.160892 0.530544 0.967687 -0.408347 608.174438 0.065322 0.042195 0.065723 0.198509 0.200233 0.124431 0.106848 0.173927 0.196867 3.114199 6.081099 3.078331 0.502546 0.817662 -0.507000 422.735992 1.767767
0.000000 0.163304 0.107785 0.140805 0.314871 0.391483 0.302798 0.214702 0.275861 0.306876 1.789475 5.856125 2.321738 0.322575 0.825822 -0.469599 130.480286 0.135796 0.100288 0.129861 0.319009 0.355036 0.253285 0.190048 0.278408 0.311320 1.871296 5.303483 2.425828 0.396935 1.076276 -0.455878 342.261963 0.108787 0.085181 0.111087 0.290411 0.291701 0.210982 0.161567 0.258398 0.295680 1.552679 4.989266 1.955053 0.438743 1.070985 -0.427631 669.534790 1.993991
0.000000 0.097528 0.051878 0.074564 0.157620 0.231800 0.200025 0.121888 0.142720 0.154301 3.413265 6.970505 3.379252 0.210517 0.245694 -0.510887 136.689972 0.057827 0.050749 0.078204 0.272800 0.188923 0.110140 0.112176 0.244563 0.278337 2.272771 5.576698 2.531876 0.648816 1.458415 -0.405944 617.339844 0.065205 0.046847 0.076454 0.254142 0.208642 0.114192 0.122742 0.220265 0.249296 2.587019 4.952971 2.667690 0.598090 1.214068 -0.469065 428.489349 2.975452
0.000000 0.102296 0.063001 0.086874 0.253549 0.319473 0.215689 0.150378 0.209911 0.242863 2.668828 6.040178 2.957883 0.417831 0.843763 -0.572278 131.841415 0.099358 0.082714 0.104461 0.303616 0.297530 0.188342 0.157517 0.256727 0.298823 2.038065 5.059444 2.459191 0.501724 1.334844 -0.476867 311.424408 0.088246 0.074873 0.098324 0.303618 0.270625 0.169439 0.141892 0.255967 0.301593 2.312369 4.891205 2.668604 0.551895 1.438653 -0.464702 694.250977 1.767767
0.000000 0.070031 0.052739 0.078710 0.273730 0.239337 0.137315 0.130199 0.227930 0.266814 2.642634 6.154949 2.842959 0.588540 1.299384 -0.504575 132.927292 0.064969 0.059043 0.083007 0.309820 0.225095 0.122870 0.124041 0.258855 0.307334 2.330395 5.368698 2.631325 0.650852 1.641431 -0.458848 349.619263 0.072453 0.075128 0.096413 0.330431 0.227919 0.129500 0.134418 0.279242 0.331540 1.808459 4.825248 2.115819 0.637222 1.802990 -0.393106 680.446167 1.863390
0.000000 0.094836 0.057475 0.074806 0.130979 0.193129 0.161123 0.109792 0.121588 0.131756 3.433568 6.258015 3.292049 0.162334 0.162917 -0.434408 132.789612 0.069894 0.060292 0.081694 0.200405 0.170827 0.109117 0.113491 0.189785 0.211469 2.340490 5.233515 2.194429 0.481326 0.895753 -0.353587 605.866211 0.061997 0.044387 0.069296 0.217347 0.189472 0.112033 0.107016 0.195835 0.221433 3.283549 6.051057 3.249286 0.554895 1.012472 -0.472615 422.321625 3.333333
0.000000 0.095252 0.074316 0.092069 0.234957 0.262752 0.169298 0.142495 0.198206 0.226785 2.086041 4.752648 2.165353 0.419839 0.884053 -0.474418 140.895935 0.100951 0.083473 0.096538 0.207211 0.264633 0.182064 0.137513 0.176580 0.199172 2.748248 5.343110 2.922361 0.343037 0.693207 -0.469683 319.586304 0.046752 0.053640 0.080127 0.315823 0.168879 0.081922 0.114314 0.278114 0.323137 2.215556 5.755790 2.379792 0.744839 1.897067 -0.364850 721.745422 3.004626
0.000000 0.097768 0.070386 0.093939 0.257178 0.280579 0.176491 0.146553 0.216191 0.249862 2.456645 5.124841 2.662104 0.452386 0.992025 -0.501428 138.616394 0.074410 0.058574 0.081311 0.272584 0.252592 0.146922 0.126950 0.227038 0.265515 2.403159 5.101401 2.575345 0.573666 1.296875 -0.506535 322.647797 0.063074 0.057790 0.081615 0.319319 0.241200 0.129516 0.120024 0.266173 0.316841 2.527727 6.143679 2.800843 0.668724 1.707772 -0.491878 712.462646 1.767767
0.000000 0.109905 0.065456 0.091270 0.267888 0.318136 0.207595 0.160875 0.228196 0.260091 2.498980 5.570627 2.803170 0.418526 0.874365 -0.552800 142.936630 0.088044 0.068557 0.089910 0.314119 0.271408 0.162496 0.141328 0.263309 0.309634 2.799413 5.695149 3.094446 0.556950 1.411409 -0.501855 273.957306 0.067172 0.048343 0.073389 0.297779 0.245162 0.141848 0.121391 0.252944 0.298475 2.641388 6.419513 2.810178 0.629941 1.428656 -0.539782 661.509155 2.124591
0.000000 0.065214 0.052228 0.071866 0.229747 0.207265 0.122919 0.112427 0.193236 0.225017 2.678014 6.065509 2.559401 0.561662 1.114588 -0.489588 138.591904 0.075486 0.071443 0.086068 0.233491 0.197278 0.123426 0.116571 0.197560 0.230114 2.270442 5.485591 2.340672 0.515810 1.160034 -0.402576 316.292511 0.047034 0.046602 0.064234 0.263362 0.170279 0.094897 0.092967 0.219270 0.267694 2.302473 4.702960 2.420348 0.693349 1.513902 -0.452355 699.691589 2.357023
0.000000 0.087010 0.063335 0.090792 0.285619 0.283217 0.171146 0.152756 0.242319 0.279958 2.434699 6.345510 2.645496 0.520509 1.177155 -0.506913 130.090134 0.071105 0.062529 0.086991 0.306619 0.241634 0.134352 0.128931 0.256217 0.301529 2.578286 5.793754 2.841207 0.618421 1.527703 -0.478473 352.998322 0.079423 0.074049 0.101453 0.360599 0.257421 0.144762 0.146465 0.303249 0.360827 1.947611 5.300717 2.369389 0.639782 1.860437 -0.443731 658.775696 2.429563
0.000000 0.087366 0.047383 0.065215 0.142660 0.178415 0.147933 0.112949 0.129576 0.142162 4.103434 7.542916 3.905006 0.240382 0.263371 -0.463581 135.124496 0.052056 0.040427 0.063298 0.213701 0.161865 0.104663 0.098397 0.193208 0.218732 2.856622 5.940081 2.906300 0.607325 1.078029 -0.435329 473.039368 0.055544 0.045230 0.067614 0.206006 0.163224 0.110182 0.103011 0.183367 0.206225 2.874039 5.034201 2.800495 0.575133 1.016274 -0.413553 304.618042 4.268224
0.000000 0.123014 0.073556 0.096489 0.166978 0.220701 0.179678 0.142381 0.153210 0.163719 3.614059 7.030097 3.641736 0.146155 0.168715 -0.391676 136.571716 0.082290 0.068400 0.091908 0.207205 0.187453 0.130706 0.124219 0.193430 0.212177 2.592390 5.430190 2.681626 0.429170 0.839242 -0.342000 592.181763 0.059369 0.042579 0.064906 0.175441 0.168312 0.111375 0.098146 0.161847 0.181075 2.401526 5.891456 2.294528 0.493703 0.740418 -0.445821 418.005798 1.863390
0.000000 0.132090 0.059388 0.090139 0.187051 0.260993 0.220627 0.154243 0.174167 0.187682 3.628497 7.445230 3.757383 0.178005 0.219666 -0.481441 132.157288 0.068720 0.056720 0.088161 0.290978 0.214413 0.129780 0.127737 0.265973 0.297643 2.283513 5.318600 2.555076 0.616046 1.443441 -0.424786 595.847229 0.068574 0.040320 0.062063 0.204261 0.215855 0.132609 0.114637 0.179647 0.204174 2.435391 4.936725 2.379972 0.507192 0.848163 -0.546249 414.828186 2.124591
0.000000 0.107290 0.060384 0.080021 0.158584 0.234449 0.177074 0.130094 0.147888 0.160198 3.423533 6.832748 3.447041 0.194935 0.220796 -0.492431 140.906860 0.064704 0.053703 0.079840 0.229232 0.191768 0.121112 0.114660 0.211043 0.240820 2.478213 5.139089 2.413826 0.561101 1.097067 -0.408260 600.308228 0.055266 0.039742 0.062122 0.198563 0.178601 0.106409 0.097071 0.176935 0.200648 3.320932 6.185931 3.162414 0.564609 0.940076 -0.480963 428.342957 5.270463
0.000000 0.099949 0.060920 0.079031 0.139067 0.218221 0.173704 0.117710 0.127963 0.137562 3.652365 7.119922 3.548712 0.160680 0.154466 -0.466592 140.705475 0.064169 0.059506 0.080161 0.213352 0.171561 0.106660 0.104747 0.198539 0.223754 2.152215 4.591302 2.162190 0.536340 1.046085 -0.359915 608.267395 0.051495 0.038280 0.062442 0.204909 0.171143 0.097675 0.094939 0.181072 0.204730 3.407133 7.196551 3.302496 0.596432 1.012150 -0.467103 432.571777 3.004626
0.000000 0.087624 0.048453 0.069941 0.187841 0.221500 0.166201 0.118463 0.162996 0.180116 3.232576 6.802218 3.223246 0.359998 0.551883 -0.520032 127.703171 0.034868 0.034518 0.055069 0.286114 0.143130 0.070469 0.080145 0.240925 0.301489 2.999634 7.267151 3.081362 0.790003 1.742925 -0.441217 597.282532 0.035634 0.028423 0.051566 0.235812 0.158408 0.080023 0.084554 0.200590 0.236444 3.095138 6.448949 3.089592 0.732797 1.335613 -0.508314 422.776337 1.863390
0.000000 0.145431 0.079756 0.110946 0.244003 0.332461 0.246635 0.182178 0.222927 0.243836 2.956187 7.072086 3.244841 0.262398 0.495015 -0.499574 124.928993 0.047820 0.049302 0.077336 0.335761 0.143290 0.073318 0.098236 0.277524 0.339589 1.782603 5.431957 2.043524 0.750666 1.960696 -0.298938 593.417114 0.059174 0.041533 0.072688 0.273408 0.180900 0.094301 0.117931 0.233621 0.266658 3.076658 6.433890 3.123703 0.638874 1.347214 -0.426457 425.605499 1.317616
0.000000 0.121035 0.068720 0.096291 0.225648 0.284309 0.214905 0.150129 0.193012 0.213692 3.062052 6.426945 3.235168 0.299565 0.530121 -0.503552 128.229370 0.043393 0.046673 0.069975 0.317540 0.148611 0.076956 0.089557 0.261087 0.322294 2.339998 5.608521 2.537839 0.761428 1.912966 -0.359299 596.951416 0.061540 0.046354 0.076453 0.280088 0.188792 0.099455 0.117659 0.237312 0.274686 2.728226 5.849747 2.891372 0.639830 1.382000 -0.426381 421.859192 5.432669
0.000000 0.100656 0.068768 0.097138 0.275890 0.296981 0.190692 0.159381 0.233447 0.267256 2.739479 6.355722 2.976505 0.469384 1.046044 -0.507710 135.886169 0.098888 0.083044 0.105443 0.293998 0.292555 0.185264 0.152101 0.247931 0.286893 3.002204 6.516023 3.322124 0.494926 1.259770 -0.468279 317.320679 0.083915 0.078459 0.103294 0.314277 0.244161 0.146188 0.141075 0.270092 0.313969 2.123935 5.005382 2.413082 0.575216 1.594330 -0.408654 701.170776 1.717217
0.000000 0.087153 0.062207 0.083827 0.257267 0.264220 0.162208 0.137493 0.211151 0.245904 2.345197 5.147077 2.540159 0.494340 1.040012 -0.515195 137.510330 0.075509 0.066869 0.087302 0.289661 0.252706 0.146588 0.127586 0.238011 0.281008 2.644547 5.539114 2.937681 0.581273 1.416038 -0.488039 316.956482 0.052429 0.052626 0.076338 0.324024 0.216475 0.112747 0.111497 0.269989 0.324903 1.955450 5.591314 2.134501 0.719356 1.836489 -0.480120 708.197327 1.666667
0.000000 0.107736 0.054687 0.079851 0.155223 0.237670 0.216532 0.127902 0.142756 0.152274 3.579576 7.426065 3.689795 0.175643 0.184260 -0.494277 133.179733 0.065216 0.046617 0.076910 0.235564 0.205960 0.131495 0.115699 0.217522 0.246562 2.040053 5.606297 2.216721 0.574912 1.114357 -0.450340 603.178101 0.072535 0.043582 0.069346 0.207926 0.213249 0.130944 0.118120 0.182254 0.204013 2.942796 5.499096 2.972105 0.481028 0.809293 -0.508257 418.987793 0.833333
0.000000 0.110601 0.065419 0.087445 0.158712 0.224976 0.186820 0.130349 0.142817 0.155239 3.679478 7.462433 3.625277 0.172234 0.176798 -0.440210 129.675125 0.066457 0.055929 0.080255 0.228245 0.182732 0.114506 0.114633 0.205516 0.232395 2.263096 5.210116 2.399694 0.557577 1.086045 -0.389666 598.030396 0.063626 0.043280 0.067792 0.202350 0.191166 0.116123 0.105542 0.181663 0.204469 3.559224 6.338646 3.420890 0.531430 0.913859 -0.476555 420.221222 1.863390
0.000000 0.103374 0.060636 0.080728 0.146774 0.205199 0.170174 0.121055 0.135790 0.146283 3.590705 7.349153 3.504982 0.175842 0.184149 -0.431146 129.405258 0.055212 0.047224 0.075814 0.264646 0.177706 0.099970 0.108014 0.232446 0.265387 2.215182 5.300447 2.588370 0.647547 1.406684 -0.400529 599.063904 0.058752 0.041337 0.064211 0.220611 0.191956 0.109545 0.103538 0.194709 0.221453 3.059388 5.842554 2.985762 0.578350 1.030099 -0.498336 421.471619 2.277077
0.000000 0.147563 0.073459 0.104450 0.210264 0.292448 0.233980 0.172764 0.191159 0.205782 2.918528 7.056623 3.174184 0.176132 0.251851 -0.472829 130.442566 0.061461 0.053202 0.085887 0.322601 0.220109 0.126013 0.124461 0.280446 0.322250 2.092499 5.590103 2.318777 0.676183 1.696395 -0.439412 592.863525 0.081685 0.052275 0.077638 0.228885 0.242368 0.148422 0.132262 0.202648 0.228599 2.242623 4.698686 2.355878 0.471843 0.882959 -0.512716 413.815186 3.726780
0.000000 0.165397 0.096621 0.126066 0.227401 0.328795 0.277040 0.192444 0.206659 0.221720 2.991814 7.713852 3.258344 0.160631 0.260140 -0.439247 134.396149 0.072624 0.055809 0.086536 0.287284 0.235178 0.153633 0.124993 0.252554 0.289551 2.556676 5.451430 2.774307 0.583905 1.368008 -0.456167 589.170837 0.076360 0.046507 0.068575 0.228229 0.241886 0.150072 0.124633 0.197970 0.225783 2.411555 4.828134 2.552287 0.500536 0.910591 -0.557708 415.186768 4.487638
0.000000 0.046882 0.038962 0.068455 0.281406 0.175061 0.092682 0.103459 0.227040 0.273049 2.522622 5.032992 2.612364 0.714523 1.551650 -0.437959 519.058838 0.087667 0.053367 0.067832 0.135560 0.192984 0.154852 0.104254 0.122439 0.135666 3.260057 7.800527 2.964745 0.213310 0.224347 -0.480347 7.785874 0.111285 0.075006 0.089010 0.159172 0.239641 0.195878 0.129373 0.146562 0.160187 3.199841 7.391143 3.405730 0.176696 0.224058 -0.458637 353.669800 7.750969
0.000000 0.043648 0.043199 0.062486 0.247482 0.176554 0.096610 0.090490 0.215466 0.259308 2.425054 4.982740 2.506382 0.697195 1.451702 -0.475541 516.854980 0.070935 0.047017 0.060688 0.155427 0.218708 0.148636 0.103086 0.137272 0.156539 3.402331 6.507866 3.315392 0.364262 0.474845 -0.562492 7.427626 0.098038 0.067038 0.080185 0.172701 0.267273 0.190225 0.126912 0.152943 0.171060 3.653636 7.030175 3.710052 0.263252 0.396418 -0.536695 354.479065 2.131947
0.000000 0.055190 0.040830 0.072120 0.267163 0.192555 0.106546 0.112648 0.222512 0.262238 2.362123 5.299455 2.435429 0.654382 1.343741 -0.448432 519.681458 0.096878 0.061309 0.075423 0.138804 0.214799 0.188423 0.107868 0.125710 0.138596 3.063980 7.598621 2.903640 0.188669 0.209615 -0.480177 7.510382 0.125094 0.088097 0.103202 0.171219 0.268282 0.243831 0.137836 0.154996 0.169202 3.367407 7.294761 3.593011 0.165213 0.237279 -0.444378 357.713562 2.240807
0.000000 0.033103 0.032800 0.050603 0.223604 0.156900 0.078402 0.079600 0.204740 0.242724 2.919204 6.245697 2.962798 0.750617 1.347480 -0.511331 518.292480 0.056451 0.041339 0.053127 0.137108 0.187046 0.136901 0.088815 0.123634 0.138978 3.295540 6.401809 3.100145 0.421171 0.541047 -0.549505 7.865534 0.082319 0.061836 0.070467 0.147321 0.241928 0.190721 0.109980 0.127863 0.142822 3.212234 6.486135 3.127094 0.268467 0.341921 -0.544711 352.215790 6.481812
0.000000 0.050086 0.045099 0.070675 0.281273 0.176122 0.094613 0.103453 0.234452 0.281584 2.360532 4.525995 2.448144 0.700622 1.577287 -0.429942 520.303955 0.079636 0.050743 0.064589 0.158353 0.198571 0.150186 0.109871 0.138973 0.156899 3.362619 7.189901 3.152758 0.327419 0.434814 -0.519421 7.792143 0.108426 0.072821 0.087982 0.175729 0.249562 0.197045 0.134091 0.158864 0.176451 3.473055 7.160198 3.575449 0.243046 0.376792 -0.478611 354.885345 4.101015
0.000000 0.046396 0.042039 0.067276 0.301589 0.188300 0.097698 0.103423 0.260675 0.310818 2.601777 5.539408 2.721045 0.733457 1.711765 -0.483495 519.387451 0.073620 0.048084 0.062580 0.150744 0.210614 0.162711 0.099228 0.128746 0.143550 3.222337 6.788496 3.065418 0.321426 0.396619 -0.549075 7.971545 0.100117 0.070285 0.081246 0.171551 0.265073 0.214131 0.125207 0.150246 0.165884 3.352301 6.799559 3.505125 0.250000 0.366641 -0.528375 364.568237 3.952847
0.000000 0.038140 0.035563 0.060933 0.286330 0.175887 0.089211 0.095977 0.239486 0.282303 2.663657 5.659292 2.812316 0.764908 1.702791 -0.485699 526.460815 0.079853 0.049716 0.061659 0.156482 0.248023 0.180736 0.108343 0.128778 0.144435 3.397771 7.259057 3.340132 0.315119 0.419988 -0.597811 8.021152 0.103494 0.070520 0.081182 0.175818 0.295432 0.220662 0.128719 0.145239 0.161840 3.454284 7.282815 3.519195 0.248878 0.375246 -0.562727 367.488098 3.584302
0.000000 0.037353 0.037679 0.059573 0.270039 0.160482 0.078992 0.088604 0.227084 0.273350 2.877094 6.117888 2.934022 0.755807 1.608635 -0.468725 520.841858 0.065559 0.045923 0.060260 0.151037 0.191085 0.142747 0.094368 0.130698 0.147795 3.007111 5.856115 2.901240 0.389737 0.507517 -0.526340 8.108026 0.090625 0.067348 0.079072 0.168123 0.247343 0.199418 0.117222 0.147379 0.163783 3.413919 6.483179 3.498828 0.288231 0.426818 -0.521801 359.636017 8.436857
0.000000 0.050735 0.043108 0.062896 0.248908 0.194144 0.105495 0.096966 0.210898 0.248271 2.322316 5.280813 2.437752 0.670893 1.374512 -0.512504 527.156433 0.074312 0.054109 0.062708 0.112119 0.205637 0.184672 0.089065 0.102370 0.111727 2.863481 6.491957 2.536461 0.225845 0.208414 -0.534677 8.215185 0.087363 0.067734 0.076001 0.124613 0.238531 0.225829 0.101392 0.112697 0.121957 2.758736 6.573944 2.957517 0.192375 0.205823 -0.522136 369.288086 5.432669
0.000000 0.058804 0.054965 0.080402 0.295177 0.181248 0.100382 0.113123 0.248946 0.293956 2.019466 4.443066 2.220106 0.667758 1.612107 -0.385423 516.994934 0.085685 0.053782 0.065763 0.130402 0.205972 0.183902 0.100556 0.112593 0.124793 3.036779 7.745608 2.824549 0.206937 0.207874 -0.515975 7.589137 0.108403 0.077817 0.090622 0.168111 0.260402 0.233381 0.129241 0.146144 0.160878 3.414503 7.406424 3.537541 0.215931 0.319328 -0.483669 353.185852 3.952847
0.000000 0.039587 0.032828 0.059215 0.262891 0.158278 0.083503 0.102488 0.222964 0.267035 3.022358 5.410036 2.973757 0.731567 1.487004 -0.456037 508.123108 0.090630 0.051731 0.067827 0.167403 0.277560 0.197752 0.118987 0.142149 0.162104 2.736882 6.457481 2.793571 0.298945 0.415123 -0.597085 13.036492 0.095264 0.074247 0.080582 0.134323 0.267337 0.263059 0.111685 0.120561 0.133846 2.911911 6.371027 3.028879 0.172607 0.191288 -0.527597 341.211639 4.750731
0.000000 0.049765 0.039619 0.065569 0.260021 0.189309 0.105671 0.104536 0.223410 0.269261 2.381113 4.734760 2.574168 0.685328 1.421376 -0.487334 527.802368 0.085393 0.058734 0.070352 0.140880 0.230736 0.213725 0.104812 0.122840 0.137268 3.113437 7.335987 2.926172 0.247156 0.307119 -0.541215 9.491774 0.108560 0.081073 0.092048 0.160263 0.278063 0.264275 0.130555 0.142616 0.157642 3.383060 7.136119 3.599067 0.192515 0.270602 -0.502821 357.628845 5.595156
0.000000 0.042173 0.039946 0.067282 0.301016 0.157925 0.079516 0.100619 0.262106 0.312178 3.063628 6.692114 3.159903 0.754304 1.748200 -0.402769 523.113647 0.076302 0.051471 0.061450 0.101323 0.158093 0.145901 0.090943 0.097675 0.104837 3.071746 7.323323 2.615841 0.140862 0.074917 -0.440191 7.738219 0.101140 0.072332 0.083903 0.129217 0.208762 0.191384 0.118989 0.126870 0.135649 3.055000 7.162752 3.079745 0.121849 0.094693 -0.426604 362.097900 5.885419
0.000000 0.042818 0.037901 0.065605 0.290729 0.171075 0.087942 0.098965 0.239656 0.288716 3.267701 6.428858 3.356563 0.746424 1.656805 -0.446778 528.629639 0.098823 0.054221 0.075403 0.199204 0.257898 0.166830 0.132318 0.167182 0.191065 2.899154 6.286671 2.919430 0.355512 0.580257 -0.545442 9.661019 0.081891 0.068983 0.075793 0.120022 0.182431 0.179175 0.092782 0.105919 0.115668 2.661455 5.168910 2.366403 0.215979 0.239550 -0.451755 356.903046 4.602234
0.000000 0.058508 0.044203 0.086559 0.284383 0.186061 0.099048 0.132537 0.250402 0.286499 2.389389 5.244677 2.662473 0.658734 1.449769 -0.366176 526.192810 0.058653 0.046965 0.052070 0.071584 0.120306 0.129105 0.065136 0.068266 0.072290 3.224001 6.856483 2.515443 0.111057 -0.001670 -0.395859 9.107721 0.087633 0.073057 0.078192 0.109026 0.195772 0.199207 0.097188 0.102432 0.111512 2.770240 5.748964 2.611877 0.114872 0.064921 -0.429142 357.741699 6.481812
0.000000 0.043534 0.036835 0.057062 0.227535 0.162585 0.088304 0.088213 0.193932 0.235872 2.721067 4.841356 2.666517 0.678796 1.254632 -0.480417 529.381775 0.072650 0.049806 0.059901 0.120211 0.209696 0.182926 0.094330 0.112223 0.124537 3.409633 7.063387 3.074796 0.246606 0.245774 -0.555627 9.379036 0.099729 0.073729 0.082825 0.145587 0.248034 0.221144 0.114702 0.127265 0.139016 3.298491 6.459104 3.416075 0.186935 0.230269 -0.499332 355.474457 4.714045
0.000000 0.052415 0.040775 0.068914 0.276981 0.192543 0.107499 0.112277 0.228616 0.272325 2.803261 5.061678 2.917241 0.680861 1.464006 -0.472670 528.853149 0.118266 0.062889 0.085640 0.197755 0.294614 0.199808 0.147670 0.171755 0.191255 2.906320 7.086726 2.991358 0.252561 0.383380 -0.549978 9.565392 0.083413 0.069751 0.074643 0.105187 0.196584 0.201642 0.094765 0.099292 0.106778 2.933731 6.522922 2.653832 0.115101 0.063761 -0.449662 356.287262 8.013530
0.000000 0.040737 0.033850 0.060585 0.240632 0.156571 0.080992 0.097750 0.210900 0.246089 3.748565 7.022819 3.739973 0.713216 1.351202 -0.437899 522.819580 0.088032 0.058222 0.069043 0.132045 0.246118 0.228051 0.105177 0.115166 0.127117 2.623804 6.195310 2.460806 0.202859 0.204081 -0.554340 12.222895 0.109130 0.080242 0.090297 0.152154 0.288748 0.278396 0.127828 0.135887 0.148255 2.481376 6.192242 2.793178 0.158561 0.189875 -0.526736 351.185608 2.904235
0.000000 0.042632 0.041098 0.064057 0.281380 0.166510 0.087605 0.098218 0.238743 0.287318 2.740561 5.496335 2.798724 0.740926 1.654376 -0.442487 522.661926 0.068610 0.045913 0.057548 0.139919 0.191194 0.146530 0.094313 0.119072 0.134240 2.978023 5.750257 2.804110 0.343657 0.412322 -0.531214 11.542881 0.087960 0.063510 0.072281 0.148671 0.230724 0.195901 0.111060 0.127730 0.142670 3.442851 6.822080 3.370503 0.250678 0.330038 -0.534835 352.193207 5.303301
0.000000 0.039430 0.039166 0.060614 0.280000 0.153140 0.077086 0.092289 0.228538 0.274763 2.773876 5.458248 2.718600 0.746079 1.713062 -0.424199 510.209412 0.075745 0.048717 0.062462 0.156702 0.216361 0.152253 0.105070 0.131491 0.149347 3.024597 5.250634 2.874266 0.341158 0.452138 -0.551967 12.841694 0.094946 0.069970 0.079030 0.146881 0.251476 0.197741 0.114991 0.128513 0.143708 3.388269 6.853029 3.322226 0.212882 0.280945 -0.522433 342.821777 6.075608
0.000000 0.030035 0.028069 0.053895 0.278649 0.144954 0.067543 0.085570 0.234699 0.280843 3.480905 7.127662 3.663495 0.808485 1.664492 -0.462068 529.054565 0.092442 0.051185 0.067692 0.170606 0.237413 0.176157 0.119673 0.146714 0.165742 2.872898 6.018844 2.832388 0.288961 0.417253 -0.557416 12.933550 0.111907 0.068560 0.084657 0.187030 0.297490 0.235545 0.139961 0.159991 0.178080 3.485816 7.166759 3.622366 0.248204 0.390932 -0.553396 349.676697 8.499952
0.000000 0.039263 0.032637 0.057092 0.257116 0.170688 0.089911 0.093173 0.214460 0.253966 3.173224 5.702641 3.166176 0.726289 1.429493 -0.496895 532.805359 0.087698 0.057189 0.070427 0.155970 0.259516 0.219803 0.112783 0.134884 0.151387 2.743598 5.714121 2.790991 0.273517 0.372423 -0.578575 12.051178 0.114105 0.082777 0.095819 0.184337 0.316346 0.285958 0.139373 0.158746 0.174660 3.015338 6.813922 3.203580 0.223195 0.374051 -0.537926 356.677704 6.897060
0.000000 0.057711 0.043767 0.069635 0.239142 0.163935 0.095785 0.112937 0.203363 0.234798 2.909104 5.736322 2.770802 0.606171 1.166748 -0.420063 504.283997 0.097571 0.061228 0.074855 0.156025 0.282489 0.261780 0.119468 0.133060 0.149591 2.464776 6.240735 2.530694 0.220011 0.276669 -0.578298 12.222290 0.122873 0.084663 0.097180 0.174717 0.340308 0.329729 0.144957 0.155240 0.170581 3.140578 7.649849 3.289622 0.174270 0.249498 -0.550278 337.068085 3.584302
0.000000 0.039644 0.035515 0.065614 0.283821 0.164492 0.088740 0.100140 0.239547 0.281458 3.459504 7.410787 3.547071 0.754033 1.652180 -0.435468 515.459534 0.080338 0.050607 0.061371 0.127981 0.205517 0.183804 0.099121 0.115143 0.127976 2.851143 6.161819 2.521567 0.229219 0.238205 -0.532737 14.257108 0.098848 0.071903 0.082765 0.151770 0.238537 0.223551 0.118907 0.136449 0.150781 2.983085 5.843093 3.033640 0.216623 0.297264 -0.491218 348.995178 4.714045
0.000000 0.027909 0.030051 0.050661 0.286591 0.139588 0.063268 0.073558 0.224826 0.274693 3.795421 7.936048 3.929215 0.822017 1.774648 -0.471134 508.217499 0.059613 0.041016 0.055642 0.187960 0.188769 0.114221 0.095355 0.145824 0.168368 3.166023 5.293807 2.953926 0.496052 0.732394 -0.555064 13.516932 0.094234 0.068559 0.079262 0.181642 0.243299 0.164704 0.120447 0.148859 0.168897 3.176516 6.180473 3.176326 0.301213 0.501619 -0.518012 341.691040 3.173239
0.000000 0.031315 0.029223 0.054838 0.267301 0.153732 0.075863 0.088402 0.226269 0.267233 3.402786 6.999258 3.475313 0.784801 1.578144 -0.455925 524.369019 0.072253 0.047469 0.062822 0.172064 0.214803 0.147165 0.108500 0.149220 0.168638 2.716265 4.832219 2.637856 0.398670 0.626357 -0.541128 13.185396 0.095098 0.067197 0.081165 0.185233 0.267141 0.199253 0.128102 0.160177 0.181474 3.027368 5.620978 3.106043 0.317212 0.541078 -0.531082 351.416382 4.750731
