# Class red_S1 blue_S1 green_S1 nir_S1 swir_1_S1 swir_2_S1 red_edge_1_S1 red_edge_2_S1 red_edge_3_S1 edev_S1 sdev_S1 bcdev_S1 NDVI_S1 LAI_S1 MNDWI_S1 rain_S1 red_S2 blue_S2 green_S2 nir_S2 swir_1_S2 swir_2_S2 red_edge_1_S2 red_edge_2_S2 red_edge_3_S2 edev_S2 sdev_S2 bcdev_S2 NDVI_S2 LAI_S2 MNDWI_S2 rain_S2 red_S3 blue_S3 green_S3 nir_S3 swir_1_S3 swir_2_S3 red_edge_1_S3 red_edge_2_S3 red_edge_3_S3 edev_S3 sdev_S3 bcdev_S3 NDVI_S3 LAI_S3 MNDWI_S3 rain_S3 slope
1.000000 0.111004 0.065597 0.107450 0.337983 0.320988 0.238959 0.180888 0.306445 0.345507 2.085522 5.290561 2.543038 0.503697 1.228867 -0.488693 519.990540 0.156595 0.077991 0.113763 0.300492 0.370436 0.275594 0.206912 0.256083 0.285638 2.598861 6.221307 3.079747 0.316489 0.650182 -0.534071 26.649141 0.227779 0.121701 0.163851 0.327349 0.470377 0.394424 0.268772 0.296631 0.324554 2.652556 7.272700 3.579384 0.183271 0.400596 -0.485940 610.280884 3.961985
0.000000 0.240472 0.119976 0.173545 0.308216 0.463350 0.387941 0.272966 0.285676 0.302161 3.356752 8.159960 4.053344 0.123595 0.211139 -0.454539 71.046753 0.237370 0.131103 0.183655 0.314217 0.475014 0.391101 0.281300 0.304187 0.318230 2.430239 7.510913 3.056024 0.137428 0.271901 -0.442229 165.858093 0.204450 0.113074 0.163467 0.307616 0.435274 0.355391 0.244037 0.283774 0.304102 2.814920 7.490464 3.334502 0.201800 0.436310 -0.453512 267.973145 2.742141
0.000000 0.272995 0.174449 0.228526 0.279464 0.374514 0.359161 0.294500 0.288166 0.295042 3.887222 8.759102 4.593175 0.010813 -0.085427 -0.243601 27.897266 0.268968 0.178012 0.226900 0.274522 0.362426 0.345447 0.288824 0.282376 0.290048 3.780315 9.357984 4.466370 0.010219 -0.085659 -0.230359 210.982086 0.268362 0.173792 0.225136 0.272818 0.367197 0.350568 0.289851 0.282648 0.289994 3.784976 8.883171 4.528125 0.008432 -0.092473 -0.241098 77.531082 2.393293
0.000000 0.266123 0.096071 0.158819 0.337472 0.442789 0.398956 0.301757 0.314033 0.331784 3.453546 8.448158 4.177679 0.117110 0.168546 -0.476932 63.569427 0.266163 0.114475 0.172626 0.334202 0.441803 0.394877 0.308031 0.326798 0.343421 3.078952 7.180435 3.913015 0.111274 0.174590 -0.438311 190.746841 0.239576 0.095089 0.152481 0.333563 0.417271 0.367857 0.279427 0.311703 0.329722 2.837036 7.354887 3.546194 0.163943 0.292800 -0.467980 243.482300 2.975452
0.000000 0.114737 0.080040 0.102115 0.230319 0.296071 0.210550 0.154768 0.200319 0.226774 2.391300 5.147074 2.630365 0.346310 0.709962 -0.487911 134.496109 0.124419 0.112953 0.123725 0.226234 0.279639 0.198097 0.160895 0.201147 0.224474 1.966480 4.987350 2.365490 0.292089 0.714206 -0.374602 145.243347 0.095489 0.081300 0.101743 0.252777 0.270246 0.185720 0.140931 0.218712 0.250107 2.046480 4.016229 2.284072 0.457689 1.076019 -0.449230 696.669678 1.317616
0.000000 0.165689 0.097340 0.128404 0.269126 0.387586 0.281583 0.209877 0.234912 0.264424 2.271139 5.871726 2.760366 0.245023 0.519257 -0.510006 104.949265 0.176617 0.109136 0.137457 0.258226 0.390146 0.311044 0.212440 0.233646 0.259056 2.373576 6.868733 2.712682 0.195829 0.399702 -0.481818 177.262024 0.108230 0.078211 0.112448 0.326409 0.294492 0.197305 0.169161 0.291602 0.332936 1.479314 4.137130 1.992840 0.500178 1.294703 -0.445803 648.533447 3.034173
0.000000 0.154003 0.073187 0.108737 0.195947 0.265873 0.253983 0.172835 0.181373 0.193709 3.857545 8.513769 4.056931 0.123334 0.131700 -0.419715 92.061630 0.171709 0.090096 0.128639 0.226873 0.288008 0.266732 0.196340 0.211199 0.227854 2.752420 7.262416 3.070318 0.137715 0.192637 -0.382861 125.654572 0.120663 0.068846 0.099335 0.193232 0.210085 0.170592 0.147133 0.176337 0.191751 2.160403 5.626980 2.431301 0.235460 0.362588 -0.360822 188.064758 4.909850
0.000000 0.085219 0.044177 0.069703 0.256266 0.241485 0.154399 0.127234 0.205325 0.234394 3.340820 7.335980 3.441991 0.500891 0.959222 -0.551839 78.190964 0.064689 0.048775 0.072375 0.304227 0.193885 0.110270 0.128297 0.260942 0.300076 2.707522 5.623224 2.782528 0.640423 1.514719 -0.462636 1007.708130 0.047814 0.033359 0.054978 0.275589 0.170552 0.087335 0.107582 0.227728 0.264523 3.056674 6.575333 3.135096 0.702223 1.439107 -0.512231 514.191406 2.795085
0.000000 0.041743 0.026773 0.056165 0.281791 0.194586 0.105107 0.105559 0.239470 0.279614 3.316969 6.362431 3.349204 0.739310 1.494443 -0.550792 352.771667 0.033550 0.033171 0.067370 0.427265 0.194922 0.088466 0.107810 0.349782 0.422364 3.193208 8.256350 3.568899 0.854426 2.462947 -0.488308 925.823975 0.046170 0.046584 0.070103 0.320075 0.179048 0.087840 0.105746 0.274318 0.319704 1.982444 5.841649 2.073431 0.745709 1.865209 -0.446477 806.974976 29.368587
0.000000 0.078748 0.055239 0.084883 0.284833 0.267058 0.183458 0.133015 0.248264 0.287124 2.732761 5.479239 2.968537 0.566836 1.270015 -0.509405 528.849243 0.130340 0.077167 0.099838 0.209174 0.329325 0.268029 0.155739 0.180070 0.198410 3.194826 7.372960 3.465310 0.233070 0.389072 -0.537149 18.301188 0.145255 0.088822 0.112779 0.223221 0.370441 0.312345 0.170641 0.193515 0.213400 3.124143 7.349010 3.692010 0.220491 0.392952 -0.537721 574.679443 2.429563
0.000000 0.219706 0.081985 0.131317 0.300574 0.430532 0.359609 0.247119 0.264233 0.282297 3.114836 8.128323 3.739665 0.154381 0.242487 -0.537800 89.168518 0.225197 0.108819 0.148107 0.305186 0.426077 0.353847 0.252383 0.277780 0.296863 2.651539 6.266229 3.174729 0.151503 0.275714 -0.487370 80.960754 0.149127 0.075405 0.115617 0.305166 0.346116 0.254581 0.194493 0.275649 0.307284 2.117459 4.962401 2.533592 0.344778 0.747484 -0.499207 384.518311 4.427382
0.000000 0.098073 0.059968 0.075419 0.145103 0.243946 0.204331 0.116506 0.126305 0.139883 2.802293 7.005961 2.740406 0.193527 0.213392 -0.527730 30.006189 0.054120 0.035601 0.067895 0.286925 0.197317 0.121094 0.112502 0.249590 0.293824 2.128368 4.405750 2.230766 0.684041 1.448361 -0.490150 737.591919 0.039776 0.027511 0.047569 0.211421 0.177106 0.096142 0.081891 0.171227 0.202214 2.486758 4.124679 2.286224 0.683358 1.095613 -0.576151 241.320984 3.078172
1.000000 0.101738 0.064385 0.095986 0.277175 0.348539 0.290150 0.156615 0.247911 0.277168 3.105918 6.472610 3.541011 0.447263 0.961089 -0.567150 605.556641 0.130713 0.073350 0.101580 0.241801 0.398275 0.347639 0.173046 0.212104 0.236703 2.371431 5.397142 2.890796 0.309093 0.586577 -0.593284 61.568413 0.168119 0.096216 0.123438 0.236881 0.465638 0.458922 0.195938 0.214762 0.233397 3.609477 7.834716 4.187517 0.174984 0.305578 -0.579834 662.367432 4.750731
0.000000 0.241999 0.127066 0.177484 0.315037 0.461261 0.353157 0.269119 0.276186 0.297046 2.661777 8.534852 3.233918 0.132548 0.250477 -0.444292 74.095383 0.268901 0.173922 0.214716 0.326968 0.451033 0.340796 0.298382 0.311792 0.332127 1.826852 6.119215 2.604681 0.094979 0.195771 -0.349034 110.627609 0.162565 0.095158 0.137596 0.296235 0.376724 0.260971 0.203818 0.256067 0.280593 2.054776 6.461015 2.539533 0.287146 0.647372 -0.463782 371.570618 7.168604
1.000000 0.141087 0.080216 0.111925 0.231028 0.260246 0.195372 0.175993 0.206447 0.222660 3.253224 6.998631 3.478751 0.250063 0.440951 -0.388996 147.455780 0.078062 0.063168 0.072144 0.121732 0.153515 0.117162 0.096412 0.120748 0.134682 2.470046 5.261925 2.146860 0.227236 0.249431 -0.360511 762.130615 0.055396 0.028231 0.071206 0.285987 0.183787 0.103778 0.121602 0.236368 0.268415 2.270519 4.629556 2.382165 0.672813 1.364768 -0.441479 314.120575 4.384450
0.000000 0.093347 0.055895 0.077059 0.188327 0.233873 0.185976 0.118395 0.164428 0.183506 3.010133 6.924519 2.916530 0.333930 0.532333 -0.503881 187.146561 0.053996 0.038880 0.069632 0.256876 0.188873 0.111058 0.105668 0.227667 0.264799 3.116802 6.989685 3.218752 0.650201 1.300480 -0.463281 761.844727 0.067588 0.042590 0.073113 0.265960 0.214984 0.115099 0.133104 0.231367 0.264148 2.830822 5.681956 2.920836 0.596128 1.215884 -0.499605 594.868774 2.896472
0.000000 0.051195 0.053291 0.075284 0.325248 0.197494 0.100412 0.106775 0.268355 0.327831 1.982255 5.605153 2.232184 0.731461 1.888513 -0.454135 703.549133 0.044015 0.038439 0.055798 0.225626 0.201521 0.102266 0.093329 0.182861 0.214871 2.978654 5.139948 2.764635 0.676157 1.249496 -0.567399 46.124722 0.090235 0.073050 0.097806 0.302064 0.297565 0.177590 0.158872 0.252365 0.288551 1.946090 4.391491 2.295567 0.532242 1.323004 -0.505556 414.579346 9.195149
0.000000 0.312174 0.145299 0.215122 0.381168 0.480051 0.457824 0.353950 0.368122 0.387297 3.697508 8.994690 4.573676 0.098349 0.162882 -0.380509 28.275978 0.302925 0.150548 0.215161 0.380240 0.471153 0.441345 0.346424 0.372513 0.393982 2.973199 7.891885 3.864903 0.112650 0.220441 -0.370176 106.207993 0.315193 0.142475 0.214116 0.401149 0.481307 0.445703 0.357089 0.389007 0.409022 3.637542 8.651693 4.594139 0.126812 0.255157 -0.384212 106.606491 6.567858
0.000000 0.040249 0.040261 0.063840 0.335055 0.202309 0.095252 0.099614 0.278584 0.342572 3.094774 7.287246 3.318114 0.781156 1.950488 -0.522199 616.723267 0.046589 0.032137 0.056716 0.225082 0.213299 0.115147 0.099529 0.186953 0.218360 3.079382 5.402799 2.999677 0.647637 1.146037 -0.589732 55.103569 0.102046 0.073721 0.093020 0.233381 0.302173 0.220603 0.145000 0.194117 0.221517 2.438538 4.541023 2.662612 0.381792 0.775316 -0.533428 500.073853 9.977710
0.000000 0.049082 0.053819 0.074665 0.370768 0.206119 0.094926 0.110159 0.305371 0.381857 2.041912 6.552559 2.516543 0.771056 2.186386 -0.471805 771.856567 0.055939 0.038212 0.055957 0.237714 0.237190 0.129622 0.105499 0.186443 0.224105 2.644468 4.678201 2.659896 0.624118 1.173933 -0.620453 97.246735 0.069696 0.066433 0.085617 0.288487 0.242666 0.136280 0.131904 0.247355 0.292647 1.801929 3.884507 2.068181 0.610853 1.525907 -0.476028 472.598633 4.491958
1.000000 0.093540 0.047481 0.077497 0.259517 0.283543 0.208499 0.133967 0.227827 0.260635 2.921342 5.716411 3.232723 0.466742 0.915598 -0.571549 371.533508 0.074888 0.046440 0.074249 0.275893 0.257872 0.173946 0.128120 0.244764 0.280670 2.536000 5.211442 2.749438 0.574138 1.188940 -0.555647 456.122009 0.097666 0.050167 0.079820 0.249025 0.304307 0.229447 0.139151 0.229801 0.259531 2.693262 5.561336 2.943664 0.424901 0.825669 -0.583698 921.160645 13.058515
0.000000 0.048553 0.037231 0.062186 0.245974 0.176752 0.096616 0.098626 0.206312 0.237935 3.725912 7.703018 3.693827 0.667633 1.304229 -0.475784 612.180969 0.086839 0.052675 0.070232 0.190433 0.221986 0.152326 0.121446 0.157935 0.178125 2.882281 5.832623 2.835620 0.363758 0.563438 -0.516507 62.448299 0.097335 0.062109 0.081500 0.226628 0.277493 0.204288 0.133601 0.188896 0.214801 3.265286 6.069685 3.386478 0.396311 0.743119 -0.545956 686.826294 3.618062
1.000000 0.111535 0.076114 0.099776 0.267394 0.314563 0.224639 0.158961 0.233993 0.265291 1.845496 3.667475 2.190066 0.411131 0.918496 -0.517210 444.276123 0.069196 0.065638 0.097934 0.351621 0.245740 0.135563 0.145620 0.315932 0.357014 2.038516 5.089553 2.416220 0.672527 1.888318 -0.430542 168.205673 0.065615 0.065859 0.102485 0.393118 0.224861 0.125349 0.151310 0.348520 0.402812 1.480858 5.969678 2.121408 0.709988 2.121244 -0.372235 517.923950 4.801146
1.000000 0.146063 0.070195 0.115234 0.330739 0.355024 0.281020 0.202909 0.301008 0.330780 2.084486 5.927977 2.561733 0.387311 0.875405 -0.508726 430.027466 0.185994 0.077710 0.117698 0.303567 0.402255 0.320998 0.226638 0.264154 0.288804 2.714112 6.950138 3.319270 0.242913 0.469302 -0.553061 40.825203 0.223971 0.097898 0.141980 0.306102 0.469026 0.412005 0.258907 0.275916 0.296721 2.693785 8.043215 3.388417 0.156211 0.273685 -0.532560 502.436768 7.175776
0.000000 0.038072 0.029999 0.062464 0.311510 0.183107 0.084581 0.108594 0.267649 0.309397 1.433379 5.445244 1.636508 0.783932 1.797945 -0.494623 1187.415649 0.056310 0.049961 0.070477 0.253351 0.193120 0.105644 0.115003 0.214832 0.245338 2.447276 5.839745 2.458719 0.644204 1.417243 -0.472043 72.175003 0.087568 0.083966 0.102428 0.281502 0.243516 0.143703 0.147529 0.238526 0.269232 2.035463 4.182266 2.248611 0.536956 1.342110 -0.416546 381.749939 17.840363
0.000000 0.078033 0.057379 0.088933 0.297922 0.229366 0.147411 0.133410 0.255999 0.291093 2.362721 4.892269 2.504991 0.585334 1.373899 -0.441562 488.825104 0.113932 0.063003 0.087554 0.201743 0.282764 0.219478 0.142944 0.171445 0.189767 3.010411 6.703166 3.103302 0.280214 0.442924 -0.527228 24.671989 0.147164 0.082819 0.110231 0.219764 0.323603 0.266471 0.172811 0.190113 0.207348 2.837716 7.772793 3.070966 0.195804 0.320686 -0.491559 316.222015 2.902627
0.000000 0.179252 0.127374 0.150047 0.252196 0.403667 0.326674 0.219219 0.232619 0.253320 2.151416 7.126362 2.655679 0.168492 0.359480 -0.458483 86.221130 0.179314 0.127656 0.156819 0.277645 0.416185 0.329781 0.223713 0.254789 0.278288 2.560988 6.629918 3.051320 0.214754 0.515762 -0.455628 108.928619 0.097260 0.088924 0.116853 0.331707 0.262086 0.160412 0.160840 0.300134 0.350753 1.724443 4.772492 2.148915 0.546875 1.584351 -0.383315 509.283173 4.427382
1.000000 0.138677 0.073811 0.101477 0.234532 0.293120 0.225962 0.163546 0.197105 0.217303 2.333733 5.729079 2.644112 0.254420 0.450900 -0.486225 253.104935 0.067696 0.052643 0.079746 0.269733 0.197175 0.124870 0.121936 0.272009 0.308218 1.983617 4.203684 2.308606 0.598397 1.311356 -0.427183 994.362549 0.091898 0.074248 0.098849 0.304638 0.210528 0.132114 0.142198 0.270950 0.314787 1.808178 4.859502 2.182872 0.537529 1.424609 -0.361115 558.441040 4.289846
0.000000 0.032220 0.031989 0.054857 0.283828 0.160602 0.074919 0.086334 0.237716 0.283627 2.365354 7.283413 2.513763 0.797059 1.721417 -0.490906 935.904114 0.041642 0.033271 0.050939 0.220147 0.162691 0.081489 0.085958 0.175380 0.205477 3.045529 5.923597 2.881088 0.684548 1.202360 -0.530085 72.696167 0.097070 0.068927 0.086691 0.226174 0.276854 0.194341 0.143465 0.197423 0.220846 2.250327 5.288926 2.474945 0.399471 0.785877 -0.512212 328.019745 2.335646
0.000000 0.113907 0.062517 0.097052 0.318021 0.359346 0.256346 0.173232 0.277547 0.316666 2.298949 5.282768 2.845088 0.482913 1.118641 -0.574080 412.260925 0.185402 0.092031 0.127248 0.285982 0.436388 0.341617 0.230310 0.256469 0.279152 1.883513 6.377159 2.521773 0.202278 0.379935 -0.543437 31.069187 0.227084 0.094774 0.143392 0.306222 0.510654 0.407427 0.270048 0.284484 0.305360 1.952130 6.958044 2.642180 0.158064 0.275575 -0.561524 312.254028 0.589256
1.000000 0.080041 0.050446 0.086781 0.319593 0.241033 0.163803 0.139603 0.281532 0.325068 2.521872 6.273629 2.803403 0.592831 1.397686 -0.470622 662.327271 0.148911 0.083273 0.112231 0.259080 0.342107 0.245866 0.188988 0.227179 0.249638 2.327440 5.828189 2.695461 0.274566 0.524906 -0.504989 58.272106 0.160755 0.086239 0.119834 0.244477 0.376796 0.335306 0.192523 0.220472 0.234732 2.340074 6.103323 2.867433 0.203002 0.347372 -0.517030 237.349915 2.717095
0.000000 0.060819 0.041403 0.066388 0.279090 0.223872 0.142213 0.106388 0.233965 0.274397 2.326371 4.987866 2.567204 0.645646 1.342137 -0.541805 407.129822 0.096682 0.057440 0.078230 0.217099 0.294762 0.211485 0.135600 0.183233 0.208158 2.504831 5.283996 2.673692 0.378141 0.674731 -0.582482 102.423843 0.105823 0.094949 0.107293 0.261632 0.243877 0.164432 0.149277 0.232685 0.258792 1.888245 3.574426 2.073336 0.424218 1.080407 -0.396763 388.790405 2.208818
0.000000 0.275138 0.117335 0.181009 0.345859 0.437369 0.356831 0.293207 0.303266 0.321023 3.153791 8.631145 3.888682 0.114068 0.188467 -0.417239 25.218079 0.284291 0.126667 0.188396 0.351039 0.442079 0.353271 0.305652 0.325157 0.345472 2.919414 7.940291 3.637844 0.110677 0.190077 -0.403162 74.298599 0.251604 0.120117 0.181709 0.336991 0.397872 0.302141 0.275582 0.303210 0.321851 1.896694 6.100927 2.461624 0.145940 0.280671 -0.378632 286.523621 1.666667
1.000000 0.130439 0.060684 0.093963 0.268519 0.377428 0.309956 0.177412 0.256313 0.278651 1.906960 4.961921 2.309651 0.342280 0.649989 -0.601703 459.790680 0.157406 0.059403 0.091216 0.241446 0.416787 0.346705 0.184846 0.216749 0.235655 2.779264 6.387765 3.283710 0.210624 0.318711 -0.640773 25.978971 0.172154 0.066260 0.098368 0.234734 0.441195 0.389458 0.196656 0.212673 0.229756 1.685514 6.833870 2.114326 0.156110 0.209169 -0.634822 271.049530 0.589256
0.000000 0.104854 0.054486 0.075698 0.184655 0.294677 0.227149 0.137564 0.161957 0.180143 2.784287 7.207010 2.804159 0.279535 0.405058 -0.590057 101.465698 0.103664 0.079701 0.104990 0.268850 0.266572 0.185904 0.150214 0.238041 0.264534 1.773035 3.675380 1.992199 0.439324 1.026887 -0.436078 138.356750 0.077218 0.064413 0.088109 0.268511 0.248910 0.165202 0.133908 0.239900 0.267246 1.778491 4.198246 1.990256 0.553368 1.263808 -0.480599 480.975159 41.850037
1.000000 0.095984 0.058490 0.091857 0.295552 0.264806 0.202440 0.154349 0.264276 0.300393 2.918777 5.657062 3.187401 0.506576 1.128925 -0.480401 448.071472 0.121926 0.075409 0.102922 0.278789 0.312013 0.252780 0.168295 0.238059 0.266794 2.563265 5.493238 2.968390 0.365766 0.795375 -0.501889 106.201714 0.123691 0.076927 0.104384 0.273924 0.295452 0.246905 0.175554 0.243623 0.270090 1.876906 4.519150 2.363439 0.375265 0.828411 -0.468042 739.615173 5.091700
0.000000 0.102310 0.065733 0.097211 0.328541 0.329635 0.225915 0.160809 0.282715 0.330139 2.237340 5.209252 2.731439 0.526030 1.294967 -0.544605 401.511047 0.164552 0.087818 0.116063 0.252584 0.428104 0.337050 0.199427 0.220479 0.242937 2.814987 7.744658 3.280837 0.205595 0.370737 -0.576600 33.026161 0.187967 0.104641 0.142246 0.302439 0.469128 0.371048 0.233699 0.271734 0.296424 1.977349 6.007420 2.607660 0.222651 0.477296 -0.534282 321.684021 2.648915
1.000000 0.202440 0.109540 0.150939 0.277731 0.306854 0.264423 0.217769 0.241368 0.259592 2.793046 7.830309 3.201277 0.154104 0.283718 -0.353345 156.056122 0.109637 0.071180 0.096790 0.210897 0.188874 0.156013 0.137392 0.187286 0.206231 2.167070 5.497855 2.192646 0.314940 0.559003 -0.318148 659.955017 0.106686 0.059537 0.092680 0.250216 0.213819 0.148907 0.147977 0.212775 0.240031 2.233705 5.405120 2.313807 0.400553 0.778385 -0.390517 457.605591 5.771572
0.000000 0.073450 0.091142 0.098514 0.294175 0.169252 0.101209 0.123146 0.255119 0.291698 1.813923 4.288542 1.994696 0.606936 1.736574 -0.267031 1329.395508 0.053065 0.045508 0.066029 0.300310 0.211510 0.105046 0.120684 0.250791 0.288975 2.611568 5.982212 2.816886 0.707870 1.675988 -0.515199 64.515656 0.061980 0.045630 0.062083 0.246293 0.245528 0.137128 0.115508 0.195839 0.227692 3.336941 6.283141 3.332060 0.598794 1.192760 -0.593015 504.225494 36.516846
0.000000 0.108459 0.044773 0.063866 0.169558 0.293951 0.226009 0.130092 0.144240 0.159156 3.368324 8.199909 3.299833 0.216798 0.248450 -0.642362 177.423065 0.129560 0.074399 0.091604 0.206783 0.307766 0.228579 0.163375 0.189551 0.209740 2.778344 6.135664 3.022488 0.227656 0.365591 -0.541160 137.625168 0.084565 0.071488 0.086210 0.211248 0.206983 0.141943 0.126726 0.194798 0.218448 2.073889 4.005691 2.164050 0.423905 0.842561 -0.408436 415.288269 5.692349
0.000000 0.051900 0.044597 0.079017 0.240951 0.094528 0.050816 0.100885 0.177281 0.197007 2.541625 6.205792 2.342781 0.645429 1.285760 -0.099079 532.550537 0.112303 0.068948 0.108687 0.299949 0.248066 0.154451 0.159460 0.228727 0.258353 2.004497 4.520887 2.150840 0.435609 1.000180 -0.404097 32.910393 0.260849 0.137852 0.186045 0.375970 0.410120 0.290481 0.271876 0.294410 0.321244 2.625052 7.185981 3.335308 0.180792 0.427878 -0.386174 542.942139 1.717217
0.000000 0.188117 0.122177 0.151301 0.264001 0.358948 0.291591 0.224302 0.240225 0.260114 2.588551 7.429151 2.938250 0.167414 0.345555 -0.406136 64.910072 0.166618 0.111068 0.138986 0.259118 0.320045 0.254014 0.203984 0.235909 0.256371 2.680012 6.503773 3.085554 0.215525 0.465545 -0.391669 2.251172 0.184050 0.129406 0.155854 0.275365 0.342706 0.282011 0.222233 0.255878 0.278006 2.129780 5.242780 2.715927 0.204452 0.488229 -0.380526 404.466858 2.357023
0.000000 0.055809 0.058904 0.073432 0.284567 0.185083 0.104866 0.100022 0.238563 0.285315 2.299495 5.025146 2.322440 0.658301 1.630648 -0.432911 622.969604 0.089564 0.052705 0.065862 0.156471 0.262818 0.213559 0.112130 0.133405 0.149837 2.717172 5.831661 2.770533 0.257402 0.332516 -0.599220 19.320999 0.114334 0.065858 0.080438 0.173472 0.316040 0.270490 0.137028 0.150684 0.166334 3.403017 7.525802 3.486332 0.205360 0.273376 -0.596177 287.870728 3.535534
1.000000 0.083011 0.050943 0.078492 0.248669 0.273638 0.191859 0.122174 0.202886 0.232325 2.791072 5.423793 3.020678 0.507442 1.002183 -0.559754 425.307617 0.053479 0.042890 0.071664 0.308607 0.208294 0.122321 0.108833 0.262280 0.305858 2.811372 6.326932 3.060754 0.704715 1.646602 -0.500426 479.158997 0.070122 0.054659 0.081274 0.314281 0.230828 0.149362 0.120632 0.249212 0.288262 2.145059 5.393567 2.329981 0.635294 1.550424 -0.479124 851.512756 3.208699
0.000000 0.164997 0.084212 0.118603 0.215861 0.308549 0.301367 0.184870 0.196187 0.209154 3.529954 8.141605 3.827402 0.129731 0.160181 -0.445045 153.107513 0.131334 0.073290 0.111685 0.272763 0.276415 0.230321 0.167035 0.254963 0.281213 2.880839 5.828848 3.288889 0.354524 0.745132 -0.425270 346.160522 0.115587 0.062327 0.098910 0.249041 0.287526 0.221704 0.155744 0.226830 0.250127 2.505020 5.137187 2.817669 0.382229 0.733219 -0.488471 241.995422 10.841354
1.000000 0.061380 0.049025 0.072696 0.223352 0.229867 0.164538 0.108580 0.195518 0.220926 2.532234 5.556716 2.479708 0.568242 1.080773 -0.516488 489.093689 0.088018 0.056717 0.073420 0.189520 0.269583 0.206718 0.121326 0.164178 0.183937 2.627473 4.540366 2.643657 0.365515 0.591939 -0.569852 42.275784 0.102307 0.074438 0.083864 0.143235 0.284203 0.254065 0.118956 0.125552 0.139860 3.599959 7.179214 3.603133 0.167162 0.195677 -0.544286 537.868286 1.863390
1.000000 0.101622 0.056466 0.078854 0.136359 0.176749 0.145549 0.112998 0.120608 0.130057 3.280454 7.037953 2.970421 0.146261 0.118412 -0.385124 169.678650 0.087722 0.061896 0.076556 0.127319 0.158866 0.131224 0.103408 0.117084 0.126532 2.942608 5.565547 2.648431 0.190164 0.196101 -0.347044 809.022400 0.089986 0.045537 0.076527 0.180941 0.165157 0.113086 0.138226 0.178929 0.194582 2.866981 5.449182 2.825238 0.339741 0.473841 -0.372544 330.543579 5.725792
0.000000 0.194825 0.065383 0.099719 0.275808 0.426591 0.352641 0.233993 0.253445 0.269369 3.673413 8.580242 4.248208 0.172126 0.256056 -0.616913 17.751350 0.198064 0.078599 0.110877 0.273491 0.427120 0.359185 0.235607 0.262078 0.278336 2.517574 7.223502 3.231061 0.159947 0.245610 -0.583993 68.164154 0.152083 0.052358 0.085673 0.283535 0.379418 0.312624 0.199004 0.262490 0.283581 2.637377 6.331025 3.133726 0.300035 0.534473 -0.625757 334.593842 2.818233
0.000000 0.069676 0.052649 0.076730 0.287349 0.233553 0.145372 0.119129 0.236109 0.280034 2.270601 4.691523 2.505645 0.594284 1.321853 -0.501238 499.500244 0.087483 0.051037 0.065024 0.155375 0.271125 0.204255 0.110489 0.130592 0.145267 3.346809 7.855281 3.184298 0.270265 0.328498 -0.615286 3.456324 0.117437 0.068935 0.087854 0.194819 0.335805 0.249737 0.145845 0.164372 0.183965 3.211768 7.043066 3.421700 0.239415 0.377380 -0.581326 220.651627 9.501462
1.000000 0.101444 0.041695 0.062212 0.157907 0.185835 0.175921 0.129326 0.154987 0.165892 3.535047 6.301291 3.486762 0.208141 0.218151 -0.496253 384.277161 0.070524 0.043109 0.071053 0.254558 0.186787 0.128734 0.119457 0.227183 0.256206 2.161972 5.256148 2.214764 0.566118 1.111557 -0.447202 649.407227 0.083603 0.055599 0.096980 0.310893 0.219256 0.139121 0.153229 0.297528 0.323592 2.269050 5.170438 2.534710 0.576157 1.364909 -0.390813 904.721497 6.776440
0.000000 0.121488 0.064376 0.092347 0.239780 0.313989 0.255422 0.151723 0.203792 0.228795 2.887835 6.387491 3.046957 0.327271 0.601498 -0.543564 226.367035 0.155235 0.104984 0.126260 0.271204 0.338534 0.271800 0.193610 0.236239 0.259046 2.079278 5.003786 2.516143 0.271100 0.619024 -0.458152 82.321228 0.130778 0.080957 0.104623 0.233562 0.315115 0.268773 0.159687 0.208455 0.230739 1.613870 4.974264 2.068573 0.288912 0.570235 -0.499841 565.174744 12.439186
0.000000 0.040427 0.030535 0.044936 0.231822 0.172834 0.100330 0.080547 0.191766 0.228894 2.799352 5.387786 2.748762 0.703580 1.281832 -0.580198 303.645142 0.041160 0.045245 0.057054 0.278571 0.161512 0.085052 0.085823 0.219061 0.275393 3.105839 6.128182 3.033799 0.742677 1.692321 -0.464944 351.933105 0.035796 0.043402 0.052678 0.271548 0.152630 0.078461 0.083249 0.232912 0.282834 3.115259 6.130744 3.095221 0.770060 1.719003 -0.479969 587.200317 4.619998
1.000000 0.181231 0.083421 0.125674 0.248175 0.388920 0.329571 0.216465 0.229162 0.247431 3.122238 7.349284 3.727088 0.156976 0.249072 -0.502032 46.363941 0.128874 0.068526 0.109168 0.252669 0.310027 0.253116 0.169156 0.233189 0.256363 1.921432 4.258064 2.326867 0.332268 0.636756 -0.484548 886.465759 0.058683 0.030508 0.070213 0.326124 0.218116 0.127846 0.120914 0.267206 0.311628 1.873460 4.576062 2.275918 0.697955 1.528388 -0.508293 432.827484 23.252705
