# Class red_S1 blue_S1 green_S1 nir_S1 swir_1_S1 swir_2_S1 red_edge_1_S1 red_edge_2_S1 red_edge_3_S1 NDVI_S1 LAI_S1 rain_S1 red_S2 blue_S2 green_S2 nir_S2 swir_1_S2 swir_2_S2 red_edge_1_S2 red_edge_2_S2 red_edge_3_S2 NDVI_S2 LAI_S2 rain_S2 red_S3 blue_S3 green_S3 nir_S3 swir_1_S3 swir_2_S3 red_edge_1_S3 red_edge_2_S3 red_edge_3_S3 NDVI_S3 LAI_S3 rain_S3 slope
1.000000 0.132399 0.085414 0.113194 0.251657 0.308013 0.227636 0.169283 0.222829 0.245800 0.298283 0.600397 269.756134 0.101388 0.057702 0.080279 0.208200 0.300186 0.229563 0.133504 0.180121 0.205314 0.334388 0.564679 161.792145 0.065729 0.054917 0.087054 0.340478 0.219396 0.127081 0.122731 0.288693 0.342577 0.667363 1.806392 438.785858 13.017083
1.000000 0.053318 0.044316 0.078463 0.347927 0.228039 0.118570 0.119614 0.292409 0.343599 0.734424 1.876226 346.174774 0.065774 0.068852 0.092210 0.345159 0.230962 0.117637 0.124850 0.284246 0.341460 0.679611 1.970363 209.131042 0.072213 0.063330 0.095574 0.335122 0.247322 0.135767 0.140204 0.286758 0.331517 0.642918 1.704498 468.565186 6.252271
1.000000 0.107093 0.057334 0.084428 0.219277 0.296799 0.223150 0.143952 0.187494 0.210335 0.346279 0.594587 222.999161 0.069732 0.057390 0.078153 0.233883 0.203861 0.130052 0.109717 0.213394 0.243532 0.541543 1.086120 757.401794 0.069876 0.048513 0.075562 0.240120 0.241214 0.158641 0.124853 0.213730 0.239912 0.555427 1.082009 734.405090 0.589256
1.000000 0.127498 0.056451 0.085274 0.217979 0.307615 0.248269 0.160871 0.194594 0.213727 0.259476 0.399053 248.964844 0.088047 0.052372 0.074894 0.220272 0.242474 0.175565 0.126116 0.201543 0.224221 0.429859 0.767373 629.280396 0.067905 0.051137 0.080108 0.293288 0.227302 0.140547 0.134050 0.266330 0.297912 0.628160 1.433982 796.075195 4.166667
1.000000 0.126408 0.061238 0.088169 0.192285 0.320272 0.265055 0.152317 0.167413 0.182266 0.197357 0.253892 234.822754 0.069823 0.052783 0.079728 0.286349 0.246763 0.162304 0.120790 0.257817 0.292100 0.601765 1.368295 620.153992 0.060324 0.045192 0.075427 0.325798 0.238385 0.136919 0.123637 0.296030 0.344057 0.668091 1.570326 732.578430 2.946278
1.000000 0.091258 0.057163 0.080041 0.224368 0.266819 0.187894 0.130240 0.192875 0.214692 0.420795 0.770712 242.920044 0.042763 0.045688 0.088453 0.468625 0.246923 0.130133 0.133840 0.402965 0.466474 0.830956 2.659339 750.948486 0.066473 0.054369 0.091747 0.376590 0.225761 0.122101 0.143535 0.338134 0.391993 0.706858 1.934076 676.532715 4.992254
1.000000 0.061544 0.044468 0.069110 0.232441 0.220002 0.139796 0.105818 0.202278 0.232857 0.570324 1.074821 395.498627 0.047021 0.044128 0.069582 0.280784 0.183343 0.095918 0.096736 0.236832 0.281072 0.713849 1.599497 554.352051 0.049643 0.049405 0.074402 0.279924 0.175436 0.091381 0.098283 0.234192 0.280812 0.708450 1.604956 930.912781 5.892557
1.000000 0.078260 0.029713 0.051360 0.118054 0.176201 0.139658 0.099247 0.115932 0.126840 0.202296 0.145657 304.851807 0.077640 0.083098 0.101209 0.297517 0.180442 0.107352 0.127002 0.243480 0.284834 0.586116 1.628742 449.695007 0.069315 0.058761 0.079279 0.192627 0.145570 0.089794 0.111944 0.191640 0.210490 0.468094 0.833808 669.660034 9.071153
1.000000 0.107115 0.053211 0.084595 0.207621 0.218076 0.167924 0.133371 0.165410 0.183206 0.308161 0.498850 306.133667 0.067080 0.061466 0.094399 0.321892 0.182865 0.103489 0.136615 0.272525 0.314814 0.656118 1.705631 451.877808 0.086103 0.091097 0.103738 0.215199 0.145574 0.097665 0.124348 0.198760 0.216563 0.429301 1.000362 672.843262 7.071068
1.000000 0.117763 0.056655 0.085305 0.202065 0.215440 0.161492 0.149785 0.177577 0.193909 0.263585 0.393549 315.686676 0.881268 0.858244 0.871234 0.868451 0.379393 0.285094 0.899780 0.889833 0.903452 -0.007325 -0.279188 658.106995 0.088415 0.087011 0.121108 0.317322 0.179375 0.104691 0.167613 0.305211 0.334370 0.560423 1.620558 604.178528 40.160271
1.000000 0.115335 0.064552 0.098395 0.249701 0.218220 0.159857 0.172521 0.237471 0.257925 0.362267 0.715813 511.727722 0.103839 0.112763 0.114504 0.222784 0.161082 0.115009 0.142566 0.213999 0.234909 0.365764 0.957755 1105.364868 0.058677 0.055976 0.091293 0.395936 0.179812 0.094229 0.147129 0.345773 0.386237 0.741859 2.191140 734.402893 61.157810
1.000000 0.151482 0.080452 0.120522 0.267820 0.246822 0.183724 0.195040 0.242634 0.262268 0.277401 0.550810 510.939514 0.094502 0.077228 0.105253 0.279104 0.210173 0.139272 0.152322 0.255016 0.283732 0.494070 1.200045 1106.247803 0.060985 0.056123 0.106425 0.387987 0.197170 0.106263 0.155721 0.355195 0.391675 0.728159 2.100809 738.207458 62.696831
1.000000 0.119859 0.075956 0.101345 0.241053 0.368077 0.298830 0.160498 0.212922 0.238217 0.343738 0.698679 373.814026 0.074642 0.052841 0.080088 0.243512 0.265861 0.188950 0.125704 0.212040 0.241119 0.521742 1.045643 602.838318 0.086439 0.067079 0.104246 0.318540 0.294423 0.191313 0.160169 0.284239 0.315518 0.567488 1.471693 846.801025 2.535435
1.000000 0.111762 0.055104 0.078183 0.178964 0.213846 0.174706 0.131993 0.161812 0.179850 0.231086 0.305288 539.762085 0.084678 0.088952 0.103983 0.384623 0.190200 0.110595 0.127963 0.312290 0.386075 0.641514 2.096124 1015.981812 0.077016 0.056080 0.093263 0.347876 0.247668 0.146964 0.146455 0.304102 0.344095 0.637307 1.644862 759.982727 19.275333
1.000000 0.107400 0.069608 0.103611 0.310937 0.274853 0.172844 0.164118 0.263716 0.298394 0.493933 1.170730 492.933014 0.110036 0.098241 0.132585 0.394375 0.242426 0.150280 0.172030 0.340619 0.392260 0.567782 1.864023 1103.803589 0.058109 0.049863 0.082122 0.334734 0.223379 0.126720 0.121575 0.276834 0.317477 0.704161 1.792826 751.316101 17.330528
1.000000 0.082855 0.052000 0.080025 0.270245 0.237830 0.162244 0.127722 0.207144 0.234609 0.530701 1.119334 532.816711 0.063558 0.062143 0.100260 0.397743 0.214221 0.114044 0.132456 0.323693 0.388526 0.727051 2.155119 1005.841553 0.051572 0.043756 0.082076 0.371775 0.232385 0.123180 0.126854 0.301471 0.347893 0.756568 2.024282 732.464844 15.920811
1.000000 0.120235 0.065845 0.097571 0.264665 0.352604 0.285942 0.160432 0.236114 0.264292 0.375240 0.757441 373.991425 0.075718 0.051611 0.086219 0.298564 0.278018 0.191276 0.146276 0.271629 0.303582 0.595395 1.343939 602.398621 0.091704 0.064809 0.095561 0.322677 0.307501 0.213937 0.162834 0.286305 0.322804 0.559730 1.372159 847.174805 2.946278
1.000000 0.124050 0.067559 0.092274 0.192705 0.325594 0.266963 0.149571 0.169417 0.186675 0.228661 0.341510 228.970383 0.052797 0.047754 0.074700 0.344722 0.220713 0.126295 0.111892 0.302775 0.354800 0.734369 1.917477 748.127869 0.061313 0.058626 0.082829 0.353907 0.231648 0.133449 0.123429 0.304942 0.361442 0.704672 1.946209 698.077332 4.859127
1.000000 0.118931 0.063764 0.096055 0.260427 0.277103 0.190075 0.164274 0.223835 0.249964 0.370552 0.731813 415.893280 0.081824 0.088984 0.093312 0.162180 0.120859 0.079454 0.105515 0.164389 0.182386 0.329321 0.621341 1243.221802 0.060871 0.044704 0.070073 0.294694 0.190528 0.106336 0.111954 0.239101 0.284827 0.657610 1.484174 440.770569 23.109041
1.000000 0.137107 0.068551 0.095625 0.223541 0.300757 0.217411 0.165021 0.187664 0.207532 0.232824 0.386176 163.479889 0.100989 0.071189 0.092770 0.220150 0.233542 0.172866 0.135144 0.190091 0.215471 0.359449 0.686781 1279.169434 0.051016 0.030067 0.071124 0.286303 0.169802 0.089821 0.113842 0.245191 0.277336 0.700058 1.446633 678.289673 8.838835
1.000000 0.102199 0.051369 0.071986 0.172185 0.269356 0.213054 0.129101 0.148098 0.165026 0.254313 0.326797 163.103577 0.076114 0.048969 0.076904 0.238577 0.218050 0.152804 0.119950 0.214119 0.240376 0.501889 0.974638 1278.518677 0.054148 0.037462 0.067543 0.271549 0.213584 0.120019 0.115499 0.232779 0.267066 0.672714 1.375482 677.661011 12.090515
1.000000 0.110456 0.057677 0.078678 0.182910 0.281061 0.207072 0.130781 0.152086 0.169548 0.242633 0.345254 162.272949 0.073639 0.057990 0.078091 0.196112 0.193797 0.147200 0.107321 0.171957 0.192722 0.462373 0.816717 1272.556641 0.050428 0.039974 0.071172 0.289766 0.191317 0.107361 0.108433 0.258874 0.298692 0.707345 1.548359 677.964844 8.654305
1.000000 0.104041 0.063506 0.095755 0.247105 0.268243 0.180628 0.153401 0.214781 0.236543 0.407419 0.809567 232.592407 0.065977 0.056518 0.089759 0.308009 0.251584 0.164240 0.139529 0.273937 0.309546 0.644772 1.577825 800.765320 0.072848 0.056029 0.100209 0.354742 0.231916 0.125301 0.157084 0.340815 0.389327 0.662789 1.764289 716.278076 6.718548
1.000000 0.139275 0.056686 0.085552 0.195839 0.269251 0.215370 0.158843 0.174400 0.189979 0.176858 0.207555 139.171143 0.104508 0.064500 0.088132 0.202764 0.207635 0.162315 0.133882 0.178466 0.198652 0.309500 0.526952 1220.509277 0.062004 0.034876 0.064356 0.217554 0.176081 0.105079 0.114093 0.192227 0.219873 0.556309 0.941287 653.478394 11.014595
1.000000 0.120964 0.054429 0.080860 0.195994 0.304347 0.233799 0.151780 0.176298 0.194298 0.228685 0.329838 170.172333 0.103737 0.077529 0.108690 0.285980 0.237651 0.153578 0.160148 0.259278 0.287349 0.461784 1.127613 1250.752686 0.080184 0.046903 0.075502 0.245170 0.266793 0.177535 0.137377 0.210210 0.235924 0.500161 0.945800 683.083496 21.823708
1.000000 0.129637 0.066302 0.096911 0.291271 0.322640 0.210762 0.163856 0.235038 0.265651 0.384013 0.817515 367.222015 0.613872 0.606017 0.621906 0.707571 0.296792 0.217625 0.635642 0.688878 0.707511 0.070907 0.873502 730.952271 0.117977 0.128600 0.142208 0.349421 0.236710 0.139853 0.165204 0.301837 0.341359 0.502711 1.815052 621.165466 27.265413
1.000000 0.084761 0.044665 0.075057 0.250997 0.210512 0.133241 0.131014 0.204773 0.233619 0.497418 0.947698 366.346497 0.683452 0.673128 0.684504 0.726823 0.309000 0.258447 0.701970 0.719972 0.733153 0.030762 0.378381 733.123291 0.088069 0.091952 0.127621 0.472083 0.209731 0.116244 0.165648 0.387887 0.451317 0.685388 2.568836 624.574219 17.113152
1.000000 0.107106 0.051088 0.078301 0.161638 0.162656 0.131980 0.126215 0.150840 0.159901 0.202898 0.229123 507.088745 0.059140 0.058855 0.100575 0.369806 0.178554 0.096965 0.137995 0.316172 0.351626 0.723606 2.070520 1116.222412 0.065879 0.051363 0.081996 0.254863 0.164835 0.100721 0.122894 0.228130 0.256386 0.589139 1.233200 735.440674 16.753628
1.000000 0.153604 0.084828 0.117210 0.203128 0.210312 0.180608 0.169081 0.195281 0.210169 0.144456 0.198585 186.223999 0.095855 0.059491 0.092728 0.224663 0.174647 0.134468 0.131846 0.208902 0.230441 0.402446 0.743655 495.930908 0.122129 0.062091 0.106256 0.254709 0.206029 0.146878 0.159892 0.235895 0.257176 0.355781 0.681250 349.315979 30.046261
1.000000 0.097214 0.048500 0.074523 0.179192 0.163882 0.129989 0.123035 0.177619 0.195262 0.296586 0.412119 507.094910 0.066034 0.067019 0.099811 0.329918 0.170816 0.097991 0.132015 0.282164 0.314669 0.666455 1.832855 1113.706299 0.054119 0.043070 0.079151 0.327969 0.180309 0.102802 0.135183 0.280638 0.308658 0.716721 1.744871 736.671509 19.454363
1.000000 0.085690 0.049247 0.064191 0.122653 0.168834 0.150403 0.108836 0.117245 0.127620 0.177372 0.145706 187.290619 0.057861 0.042864 0.074269 0.226786 0.160512 0.111377 0.104578 0.196813 0.220872 0.593451 1.101962 519.647827 0.102319 0.056510 0.093201 0.224562 0.205934 0.147770 0.142993 0.198019 0.215659 0.374055 0.663735 361.441833 17.193546
1.000000 0.073840 0.037212 0.052430 0.108825 0.219144 0.186939 0.107392 0.112589 0.126159 0.191574 0.141046 150.482132 0.083535 0.057361 0.069580 0.131068 0.202557 0.179901 0.099266 0.113207 0.125037 0.215758 0.225523 553.606995 0.113722 0.054750 0.089201 0.255768 0.197055 0.119373 0.155986 0.213585 0.244228 0.384988 0.726366 351.694397 7.660324
1.000000 0.104880 0.057021 0.090428 0.292399 0.308877 0.199023 0.156980 0.240896 0.276490 0.480308 1.045953 469.747620 0.094548 0.102795 0.120129 0.301994 0.195268 0.118035 0.142363 0.266547 0.305161 0.512465 1.611235 1282.409668 0.073228 0.067747 0.103937 0.364287 0.229167 0.123189 0.146530 0.307758 0.352712 0.667456 1.916440 658.346802 27.047531
1.000000 0.279763 0.153667 0.208511 0.356935 0.405846 0.298627 0.307125 0.319896 0.336938 0.121893 0.255395 151.590439 0.153303 0.112858 0.131107 0.209536 0.277295 0.214492 0.170500 0.189913 0.204373 0.159661 0.290755 555.946838 0.110047 0.056057 0.090197 0.267132 0.185791 0.111675 0.155924 0.227318 0.259663 0.426900 0.859357 353.256439 8.207381
1.000000 0.099421 0.056271 0.088454 0.297933 0.280771 0.186932 0.150736 0.230027 0.263527 0.498361 1.101787 466.234497 0.096863 0.081292 0.113889 0.314827 0.208279 0.118051 0.157678 0.253911 0.281833 0.524141 1.497105 1280.456543 0.071603 0.059963 0.093139 0.372126 0.218741 0.123440 0.138191 0.289379 0.329354 0.680285 1.923071 656.721436 6.506572
1.000000 0.136096 0.071186 0.099839 0.206668 0.271930 0.218675 0.158310 0.179205 0.195701 0.216589 0.335044 145.963974 0.111941 0.074316 0.093318 0.182301 0.249866 0.220745 0.129870 0.156152 0.172738 0.243732 0.369729 547.753906 0.131558 0.073876 0.105979 0.256509 0.214140 0.138216 0.169268 0.221137 0.249774 0.330440 0.656631 349.915588 3.584302
1.000000 0.286334 0.145139 0.205169 0.367355 0.413261 0.279255 0.313108 0.326555 0.345543 0.123728 0.247974 144.050095 0.089492 0.058521 0.074155 0.142408 0.220045 0.197774 0.107784 0.126655 0.140754 0.230538 0.269681 545.212097 0.139698 0.074596 0.106836 0.234129 0.214162 0.139666 0.171405 0.206701 0.228009 0.252938 0.450803 350.715424 3.952847
1.000000 0.137472 0.070407 0.109655 0.288621 0.287589 0.197141 0.188711 0.250949 0.276224 0.362871 0.746755 388.746033 0.131059 0.147462 0.161833 0.350389 0.219966 0.144883 0.185816 0.311144 0.348002 0.453147 1.724013 1107.358887 0.068725 0.042923 0.079197 0.299982 0.241432 0.138156 0.137472 0.256743 0.289787 0.625819 1.379649 368.206360 28.825384
1.000000 0.176190 0.081922 0.121375 0.256993 0.335590 0.264381 0.228352 0.252114 0.267253 0.175801 0.314815 152.585205 0.102940 0.061387 0.080523 0.156784 0.175540 0.151861 0.124038 0.143866 0.155712 0.201692 0.235805 589.758240 0.077804 0.040361 0.073640 0.292429 0.193629 0.112155 0.119842 0.235951 0.273973 0.570728 1.196748 384.172791 10.960789
1.000000 0.152743 0.086354 0.116152 0.201323 0.271183 0.215489 0.173135 0.183060 0.194945 0.135854 0.180874 144.600220 0.068117 0.046978 0.055610 0.093117 0.158315 0.129525 0.079120 0.084419 0.092757 0.149590 0.074442 556.632080 0.095778 0.055418 0.100197 0.254858 0.196005 0.118338 0.154953 0.227813 0.247750 0.453619 0.899622 363.591644 13.115414
1.000000 0.124472 0.056414 0.082993 0.192308 0.289159 0.222685 0.149572 0.168053 0.184519 0.214363 0.284935 194.441772 0.085644 0.061222 0.093500 0.285848 0.236922 0.148430 0.147571 0.256002 0.283231 0.542082 1.242866 1235.483398 0.076650 0.050914 0.077561 0.232921 0.228148 0.143698 0.129854 0.204703 0.231877 0.503987 0.958189 709.871826 24.159481
1.000000 0.169414 0.081872 0.124262 0.328413 0.376830 0.277194 0.216562 0.278007 0.306765 0.321979 0.713294 151.984177 0.107223 0.076671 0.094198 0.205100 0.218000 0.170619 0.139169 0.181349 0.197791 0.311905 0.596803 587.917664 0.088084 0.050799 0.090370 0.304704 0.220973 0.131083 0.154056 0.263145 0.295128 0.549826 1.194966 383.314606 13.176157
1.000000 0.134412 0.072386 0.098889 0.192937 0.289482 0.240425 0.151968 0.164053 0.178412 0.180855 0.254115 161.136383 0.083203 0.067713 0.084671 0.198436 0.203478 0.146346 0.114159 0.166766 0.187785 0.401273 0.743053 481.214111 0.075976 0.041352 0.071909 0.216206 0.218164 0.132671 0.118798 0.175611 0.198214 0.480964 0.819414 410.555786 5.154879
1.000000 0.189615 0.086900 0.127020 0.266322 0.343666 0.273942 0.224469 0.241213 0.259132 0.171556 0.283630 153.733032 0.122256 0.064390 0.089872 0.192459 0.228093 0.189956 0.147746 0.169541 0.183872 0.224304 0.327049 597.396484 0.076570 0.040594 0.070470 0.247107 0.180268 0.110725 0.130103 0.203447 0.230698 0.528130 0.988127 389.320679 19.318323
1.000000 0.132292 0.065901 0.094536 0.187375 0.247531 0.181202 0.154737 0.167516 0.180773 0.172104 0.218597 152.185684 0.080648 0.053245 0.066110 0.122240 0.158776 0.116301 0.097351 0.107241 0.119074 0.206036 0.194082 792.750061 0.079175 0.046894 0.081842 0.213947 0.195438 0.123198 0.125521 0.186234 0.206850 0.469567 0.814112 375.968842 2.357023
1.000000 0.103676 0.059470 0.082862 0.177196 0.179145 0.134517 0.132236 0.161778 0.178852 0.266326 0.373268 160.152802 0.077890 0.063136 0.071657 0.111241 0.131478 0.106663 0.095488 0.104896 0.111889 0.180550 0.160818 793.408264 0.061490 0.037989 0.070660 0.236462 0.145999 0.090745 0.116737 0.206752 0.232065 0.575636 1.069188 372.101685 3.726780
1.000000 0.108889 0.049558 0.077860 0.135049 0.146530 0.128672 0.124260 0.133648 0.138760 0.104892 0.044804 242.852097 0.087430 0.046762 0.082858 0.205414 0.163256 0.118151 0.131334 0.197793 0.215590 0.409179 0.661839 418.098053 0.083340 0.045151 0.076678 0.186112 0.150756 0.109357 0.120864 0.174331 0.188387 0.381970 0.581572 540.268921 34.485302
1.000000 0.201124 0.100407 0.144015 0.267303 0.291921 0.220644 0.224500 0.241720 0.255567 0.144341 0.233652 222.568130 0.089094 0.051946 0.080803 0.228152 0.164722 0.121812 0.133015 0.216122 0.234063 0.448959 0.810835 837.902954 0.090497 0.048015 0.081462 0.308048 0.189826 0.129520 0.149439 0.256107 0.285492 0.554769 1.209045 407.223907 19.939144
1.000000 0.187306 0.095979 0.137236 0.276464 0.318207 0.244564 0.221443 0.247872 0.267283 0.188753 0.361896 219.701172 0.119139 0.068163 0.097114 0.252212 0.206582 0.159434 0.158586 0.223506 0.247946 0.335049 0.655649 834.125732 0.076226 0.035914 0.065080 0.229644 0.186982 0.118022 0.125610 0.197396 0.224645 0.500295 0.858104 405.376526 12.610621
1.000000 0.128282 0.062905 0.094114 0.144871 0.170892 0.155094 0.143525 0.145256 0.149528 0.059614 -0.016649 176.900452 0.095495 0.047949 0.087670 0.209815 0.179767 0.135834 0.133977 0.202423 0.219151 0.375453 0.606425 384.169647 0.091711 0.046716 0.081474 0.190054 0.174668 0.129908 0.129813 0.180981 0.195029 0.347614 0.523290 342.084229 15.811388
1.000000 0.101544 0.049498 0.072861 0.161633 0.208231 0.167505 0.125795 0.145080 0.158199 0.228015 0.270130 192.306702 0.085468 0.065097 0.084613 0.185166 0.156290 0.116297 0.116755 0.170830 0.189921 0.367788 0.628326 824.496704 0.070621 0.045396 0.079424 0.256304 0.204798 0.129624 0.132737 0.226000 0.248684 0.567947 1.135972 449.240234 13.618803
1.000000 0.155569 0.077963 0.112871 0.192996 0.231675 0.193747 0.171865 0.180348 0.190698 0.104716 0.100712 43.465061 0.142242 0.078251 0.109368 0.180555 0.195055 0.164170 0.162442 0.178971 0.188181 0.112416 0.109261 1055.472168 0.097511 0.051608 0.083340 0.181637 0.177474 0.127655 0.133300 0.166327 0.177367 0.276068 0.375238 481.834778 5.000000
1.000000 0.084522 0.041150 0.071178 0.220791 0.208027 0.142500 0.138360 0.199415 0.217463 0.449595 0.765911 42.893200 0.098027 0.066429 0.092198 0.251296 0.210209 0.141048 0.151399 0.230215 0.251692 0.438762 0.947806 1058.098267 0.038503 0.025445 0.055970 0.298666 0.183492 0.100459 0.115703 0.258635 0.286562 0.770378 1.639462 477.490204 7.660324
1.000000 0.176221 0.082786 0.123816 0.230184 0.287636 0.237214 0.203875 0.216027 0.229943 0.132011 0.167593 55.800381 0.099124 0.060233 0.088129 0.198645 0.167799 0.126498 0.132208 0.184000 0.202411 0.334222 0.552944 1059.747803 0.082608 0.045614 0.081741 0.250140 0.201382 0.130447 0.136607 0.222547 0.248866 0.481815 0.920737 516.192200 6.718548
1.000000 0.108825 0.047479 0.074245 0.168786 0.198539 0.160287 0.130607 0.153664 0.165024 0.196011 0.223259 70.701035 0.107212 0.055599 0.080664 0.171010 0.159219 0.131209 0.130340 0.183586 0.202530 0.229305 0.292111 1117.286255 0.075077 0.044809 0.076564 0.230899 0.196825 0.128383 0.125458 0.205107 0.228927 0.512576 0.937321 574.567871 10.017346
1.000000 0.143341 0.061261 0.095338 0.177628 0.205181 0.178251 0.160322 0.169488 0.178037 0.106817 0.078497 70.305054 0.109475 0.060362 0.087326 0.174251 0.156827 0.123842 0.139026 0.176071 0.187575 0.230475 0.311722 1115.052979 0.077723 0.036728 0.068004 0.177155 0.154197 0.109919 0.115986 0.169506 0.184133 0.390025 0.539191 574.249084 10.441637
1.000000 0.126058 0.055773 0.083383 0.177153 0.224355 0.201713 0.149890 0.167559 0.178196 0.166615 0.193865 147.844406 0.090823 0.059969 0.093668 0.263851 0.165970 0.114274 0.141828 0.235059 0.263693 0.487145 1.032599 862.327759 0.100751 0.054241 0.084538 0.229101 0.193882 0.150900 0.141215 0.203217 0.219706 0.392415 0.706342 368.061584 27.148575
1.000000 0.097196 0.044611 0.068974 0.161954 0.151952 0.122352 0.118299 0.152115 0.164561 0.252870 0.290184 147.402634 0.083156 0.052137 0.076621 0.191540 0.149152 0.106115 0.121610 0.179052 0.197731 0.402413 0.642171 864.700317 0.074636 0.041572 0.062434 0.169596 0.141696 0.106956 0.104171 0.156340 0.173855 0.384316 0.541093 368.899292 5.432669
1.000000 0.178873 0.082959 0.120526 0.275571 0.363081 0.264598 0.212564 0.232854 0.258692 0.218130 0.412204 28.338209 0.086959 0.046341 0.078934 0.216113 0.237490 0.178114 0.124654 0.197246 0.221426 0.422303 0.714816 839.476196 0.068583 0.039919 0.077865 0.265135 0.227725 0.142187 0.129332 0.230596 0.258580 0.590741 1.165515 338.366821 9.428090
1.000000 0.210193 0.095671 0.144062 0.301666 0.384986 0.264798 0.248534 0.268198 0.290654 0.178696 0.335299 28.681843 0.098178 0.069681 0.118404 0.353681 0.262289 0.168070 0.165280 0.312855 0.349690 0.568555 1.472840 833.552124 0.063659 0.038156 0.076722 0.366441 0.236649 0.133855 0.134687 0.306279 0.362278 0.699410 1.741045 334.066406 15.023130
1.000000 0.184453 0.084013 0.125147 0.246895 0.317902 0.263762 0.208165 0.222753 0.239447 0.139465 0.206919 23.861794 0.121388 0.057065 0.098946 0.234510 0.240711 0.184055 0.164064 0.223488 0.241599 0.326382 0.574177 946.241272 0.094825 0.043863 0.077762 0.257968 0.241193 0.161469 0.149654 0.230879 0.256492 0.456847 0.852775 430.227142 4.602234
1.000000 0.091164 0.053304 0.072304 0.122852 0.119866 0.099625 0.107304 0.117074 0.123664 0.148772 0.107048 118.968071 0.077184 0.050986 0.065002 0.092956 0.090313 0.085499 0.088305 0.091909 0.095692 0.093867 0.006235 757.763306 0.082784 0.049051 0.093948 0.311883 0.167249 0.102113 0.150762 0.273433 0.301096 0.579642 1.321348 369.617004 2.500000
1.000000 0.097224 0.055635 0.100039 0.325195 0.252114 0.170557 0.158677 0.295968 0.329907 0.539675 1.264699 32.327171 0.177104 0.101909 0.136102 0.281464 0.322145 0.261441 0.211458 0.257397 0.285784 0.220821 0.459377 90.826431 0.089738 0.061467 0.097468 0.316334 0.251553 0.163441 0.152816 0.284085 0.321133 0.561013 1.371618 329.311523 4.059757
1.000000 0.178865 0.093005 0.129434 0.262659 0.379219 0.331850 0.206750 0.228084 0.248401 0.189043 0.344300 342.709351 0.107862 0.084062 0.102642 0.200271 0.220878 0.180269 0.136219 0.185406 0.204827 0.298527 0.565924 578.508911 0.089633 0.052932 0.092118 0.279309 0.252914 0.167392 0.151294 0.247565 0.279001 0.514077 1.093741 344.809998 9.316950
1.000000 0.164595 0.076022 0.112104 0.207486 0.285375 0.256428 0.184265 0.193653 0.206796 0.118735 0.128210 32.216774 0.150244 0.095139 0.121733 0.218083 0.253868 0.210823 0.177189 0.205032 0.224838 0.194139 0.341195 90.106880 0.084921 0.065142 0.099503 0.303042 0.231584 0.150524 0.144213 0.272110 0.307219 0.557731 1.331751 327.728638 1.767767
1.000000 0.189633 0.109562 0.146202 0.263047 0.370393 0.320534 0.211994 0.234205 0.251474 0.174868 0.340722 296.409149 0.105577 0.085866 0.115061 0.300222 0.259194 0.195578 0.157476 0.254972 0.283384 0.471773 1.182407 621.270447 0.162031 0.092223 0.126359 0.262941 0.336758 0.268318 0.197605 0.232316 0.248391 0.230811 0.470064 350.871765 6.152009
1.000000 0.194472 0.109161 0.145002 0.274679 0.420659 0.377304 0.219864 0.236355 0.255573 0.171604 0.330524 293.155975 0.114563 0.090692 0.112598 0.242885 0.277577 0.225490 0.152357 0.223903 0.247982 0.353838 0.816991 617.833496 0.121797 0.061966 0.102728 0.266469 0.311790 0.229215 0.176033 0.234155 0.256418 0.367255 0.732167 352.173950 1.250000
1.000000 0.188975 0.094086 0.134440 0.275694 0.378857 0.326648 0.220684 0.242347 0.262899 0.185427 0.339301 295.395721 0.091153 0.079558 0.108856 0.338605 0.241392 0.157459 0.147430 0.293454 0.331651 0.573161 1.607126 635.279541 0.103380 0.050960 0.094985 0.298590 0.262604 0.174286 0.161226 0.255499 0.287306 0.488170 1.037994 353.658752 3.862962
1.000000 0.123295 0.067727 0.097006 0.235191 0.277462 0.208730 0.163515 0.211758 0.233697 0.312163 0.568357 426.552704 0.059126 0.045987 0.080610 0.323400 0.205412 0.121911 0.130357 0.274472 0.306591 0.692378 1.638499 920.292236 0.079788 0.073284 0.110297 0.393018 0.249237 0.145391 0.158380 0.343804 0.390786 0.663279 2.022622 641.746582 15.046867
1.000000 0.207228 0.111509 0.151774 0.287999 0.382374 0.301787 0.231318 0.254218 0.278231 0.166740 0.331320 361.040741 0.105590 0.086494 0.107281 0.246204 0.236406 0.174282 0.143095 0.226709 0.251883 0.382416 0.861814 850.567688 0.102855 0.063370 0.100075 0.292552 0.229781 0.143396 0.165950 0.259401 0.290522 0.466608 1.078171 371.754974 7.682954
1.000000 0.083740 0.054131 0.089447 0.323685 0.291507 0.177129 0.146438 0.274708 0.316264 0.588930 1.410257 451.217834 0.067072 0.062801 0.102185 0.421710 0.244637 0.130309 0.148673 0.357069 0.414811 0.726142 2.251939 1120.098145 0.049247 0.039912 0.071934 0.332961 0.221136 0.117488 0.115763 0.274497 0.322161 0.742296 1.797199 514.444580 9.620328
1.000000 0.124520 0.058512 0.086609 0.214483 0.289284 0.231527 0.151822 0.187279 0.208160 0.266760 0.425156 452.498474 0.085799 0.076403 0.104978 0.306145 0.208913 0.126313 0.143401 0.270318 0.307198 0.576270 1.496204 1119.481934 0.076233 0.050983 0.089271 0.320407 0.213843 0.128716 0.142149 0.265452 0.301746 0.618079 1.486281 514.765137 17.323853
